compte_courant,duree_emprunt_mois,historique_credit,raison,montant,compte_epargne,duree_emploi,annees_presence_logement,age,autre_credit,logement,nbre_emprunts_actuels,job,dependants,telephone,defaillant,revenufinal
inconnu,12,bon,business,1542,< 100 Euro,4 - 7 annees,4.0,36.0,aucun,proprietaire,1,qualifie,1,oui,non,3596.64452764675
inconnu,18,critique,auto,3850,< 100 Euro,4 - 7 annees,1.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,16172.877378880401
< 0 Euro,18,bon,ameublement,3650,< 100 Euro,< 1 annee,4.0,22.0,aucun,locataire,1,qualifie,1,oui,non,4234.649191958471
< 0 Euro,36,bon,ameublement,3446,< 100 Euro,> 7 annees,2.0,42.0,aucun,proprietaire,1,qualifie,2,oui,oui,17171.326777044
1 - 200 Euro,18,bon,ameublement,3001,< 100 Euro,4 - 7 annees,4.0,40.0,aucun,locataire,1,qualifie,1,oui,non,7747.378243976032
inconnu,36,bon,auto,3079,inconnu,1 - 4 annees,4.0,36.0,aucun,proprietaire,1,qualifie,1,oui,non,17508.0598548176
inconnu,18,critique,ameublement,6070,< 100 Euro,> 7 annees,4.0,33.0,aucun,proprietaire,2,qualifie,1,oui,non,24350.574872514902
inconnu,10,critique,ameublement,2146,< 100 Euro,< 1 annee,3.0,23.0,aucun,locataire,2,qualifie,1,oui,non,3696.87225672845
inconnu,60,critique,auto,13756,inconnu,> 7 annees,4.0,63.0,banque,autre,1,management,1,oui,non,46952.5929765489
1 - 200 Euro,60,tres bon,auto0,14782,100 - 500 Euro,> 7 annees,4.0,60.0,banque,autre,2,management,1,oui,oui,66259.61316128599
< 0 Euro,48,tres bon,business,7685,< 100 Euro,4 - 7 annees,4.0,37.0,aucun,locataire,1,qualifie,1,oui,oui,21404.7851471874
inconnu,18,pauvre,ameublement,2320,< 100 Euro,chomeur,3.0,34.0,aucun,proprietaire,2,qualifie,1,oui,non,7642.4971951738
inconnu,7,pauvre,ameublement,846,inconnu,> 7 annees,4.0,36.0,aucun,autre,1,qualifie,1,oui,non,3511.2128127827195
1 - 200 Euro,36,bon,auto,14318,< 100 Euro,> 7 annees,2.0,57.0,aucun,autre,1,management,1,oui,oui,67264.542618848
inconnu,6,critique,auto,362,100 - 500 Euro,1 - 4 annees,4.0,52.0,aucun,proprietaire,2,non_qualifie,1,oui,non,1540.91871910022
< 0 Euro,20,bon,ameublement,2212,inconnu,4 - 7 annees,4.0,39.0,aucun,proprietaire,1,qualifie,1,oui,non,9634.51516144793
1 - 200 Euro,18,bon,auto,12976,< 100 Euro,chomeur,4.0,38.0,aucun,autre,1,management,1,oui,oui,68256.6905783895
inconnu,22,bon,auto,1283,inconnu,4 - 7 annees,4.0,25.0,aucun,locataire,1,qualifie,1,oui,non,6343.31850931582
> 200 Euro,12,bon,auto,1330,< 100 Euro,< 1 annee,1.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,5333.7143628048
inconnu,30,pauvre,business,4272,100 - 500 Euro,1 - 4 annees,2.0,26.0,aucun,proprietaire,2,non_qualifie,1,oui,non,11179.9547052892
inconnu,18,critique,ameublement,2238,< 100 Euro,1 - 4 annees,1.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,6540.10944690813
inconnu,18,bon,ameublement,1126,inconnu,< 1 annee,2.0,21.0,aucun,locataire,1,qualifie,1,oui,non,7556.98715916458
1 - 200 Euro,18,critique,ameublement,7374,< 100 Euro,chomeur,4.0,40.0,magasin,proprietaire,2,management,1,oui,non,33277.6008890516
1 - 200 Euro,15,critique,business,2326,500 - 1000 Euro,1 - 4 annees,4.0,27.0,banque,proprietaire,1,qualifie,1,oui,non,6686.38767417506
inconnu,9,bon,business,1449,< 100 Euro,4 - 7 annees,2.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,5420.38335866268
inconnu,18,bon,auto,1820,< 100 Euro,1 - 4 annees,2.0,30.0,aucun,proprietaire,1,management,1,oui,non,6523.65286535159
1 - 200 Euro,12,bon,ameublement,983,> 1000 Euro,< 1 annee,4.0,19.0,aucun,locataire,1,non_qualifie,1,oui,non,1611.87771161711
< 0 Euro,36,bon,auto,3249,< 100 Euro,4 - 7 annees,4.0,39.0,banque,autre,1,management,2,oui,non,10863.647452784
< 0 Euro,6,critique,ameublement,1957,< 100 Euro,4 - 7 annees,4.0,31.0,aucun,proprietaire,1,qualifie,1,oui,non,2474.32874386401
inconnu,9,critique,ameublement,2406,< 100 Euro,chomeur,3.0,31.0,aucun,proprietaire,1,management,1,oui,non,7312.60672553952
1 - 200 Euro,39,pauvre,education,11760,100 - 500 Euro,4 - 7 annees,3.0,32.0,aucun,locataire,1,qualifie,1,oui,non,38720.5270772731
< 0 Euro,12,bon,ameublement,2578,< 100 Euro,chomeur,4.0,55.0,aucun,autre,1,management,1,oui,non,13284.3404992616
< 0 Euro,36,critique,ameublement,2348,< 100 Euro,1 - 4 annees,2.0,46.0,aucun,proprietaire,2,qualifie,1,oui,non,8689.13343988869
1 - 200 Euro,12,bon,auto,1223,< 100 Euro,> 7 annees,1.0,46.0,aucun,locataire,2,qualifie,1,oui,oui,1322.77818743304
inconnu,24,critique,ameublement,1516,> 1000 Euro,1 - 4 annees,1.0,43.0,aucun,proprietaire,2,non_qualifie,1,oui,non,6650.0661860865
inconnu,18,bon,ameublement,1473,< 100 Euro,< 1 annee,4.0,39.0,aucun,proprietaire,1,qualifie,1,oui,non,4638.3444304808
1 - 200 Euro,18,critique,business,1887,inconnu,1 - 4 annees,4.0,28.0,banque,proprietaire,2,qualifie,1,oui,non,9848.18581743885
inconnu,24,pauvre,business,8648,< 100 Euro,< 1 annee,2.0,27.0,banque,proprietaire,2,qualifie,1,oui,oui,19401.4857479288
inconnu,14,pauvre,auto,802,< 100 Euro,1 - 4 annees,2.0,27.0,aucun,proprietaire,2,non_qualifie,1,oui,non,4665.49151563365
1 - 200 Euro,18,pauvre,auto,2899,inconnu,> 7 annees,4.0,43.0,aucun,proprietaire,1,qualifie,2,oui,non,13973.8869942877
1 - 200 Euro,24,bon,ameublement,2039,< 100 Euro,< 1 annee,1.0,22.0,aucun,proprietaire,1,qualifie,1,oui,oui,3164.4228080066305
inconnu,24,critique,auto,2197,inconnu,4 - 7 annees,4.0,43.0,aucun,proprietaire,2,qualifie,2,oui,non,15764.3442389994
< 0 Euro,15,bon,ameublement,1053,< 100 Euro,< 1 annee,2.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,5556.550232197729
inconnu,15,bon,auto,1430,500 - 1000 Euro,> 7 annees,,31.0,aucun,proprietaire,2,qualifie,2,oui,non,6493.12017090001
inconnu,24,bon,ameublement,3235,500 - 1000 Euro,> 7 annees,2.0,26.0,aucun,proprietaire,1,management,1,oui,non,14169.4968740018
> 200 Euro,12,critique,auto,939,500 - 1000 Euro,4 - 7 annees,2.0,28.0,aucun,proprietaire,3,qualifie,1,oui,oui,6508.43784739293
1 - 200 Euro,24,bon,ameublement,1967,< 100 Euro,> 7 annees,4.0,20.0,aucun,proprietaire,1,qualifie,1,oui,non,8104.40995750147
inconnu,33,critique,auto,7253,< 100 Euro,4 - 7 annees,2.0,35.0,aucun,proprietaire,2,management,1,oui,non,29582.9198729692
inconnu,12,critique,business,2292,< 100 Euro,chomeur,2.0,42.0,magasin,proprietaire,2,management,1,oui,oui,12788.5159970424
inconnu,10,bon,auto,1597,500 - 1000 Euro,1 - 4 annees,2.0,40.0,aucun,locataire,1,non_qualifie,2,oui,non,5388.80711770958
< 0 Euro,24,bon,auto,1381,inconnu,1 - 4 annees,2.0,35.0,aucun,proprietaire,1,qualifie,1,oui,oui,7345.523391373721
inconnu,36,critique,auto,5842,< 100 Euro,> 7 annees,2.0,35.0,aucun,proprietaire,2,qualifie,2,oui,non,19417.6237590822
< 0 Euro,12,bon,auto,2579,< 100 Euro,< 1 annee,1.0,33.0,aucun,proprietaire,1,non_qualifie,2,oui,oui,17222.9527598702
< 0 Euro,18,pauvre,education,8471,inconnu,1 - 4 annees,2.0,23.0,aucun,locataire,2,qualifie,1,oui,non,11287.6406415748
inconnu,21,bon,auto,2782,500 - 1000 Euro,4 - 7 annees,2.0,31.0,banque,proprietaire,1,management,1,oui,non,4500.42186713767
1 - 200 Euro,18,bon,auto,1042,inconnu,1 - 4 annees,2.0,33.0,aucun,proprietaire,1,qualifie,1,oui,oui,6584.997073489
inconnu,15,bon,auto,3186,> 1000 Euro,4 - 7 annees,3.0,20.0,aucun,locataire,1,qualifie,1,oui,non,11443.081557028701
1 - 200 Euro,12,bon,auto,2028,inconnu,1 - 4 annees,2.0,30.0,aucun,proprietaire,1,qualifie,1,oui,non,14380.7008736143
1 - 200 Euro,12,critique,auto,958,< 100 Euro,4 - 7 annees,3.0,47.0,aucun,proprietaire,2,non_qualifie,2,oui,non,3070.0666809352697
inconnu,21,pauvre,ameublement,1591,100 - 500 Euro,4 - 7 annees,3.0,34.0,aucun,proprietaire,2,management,1,oui,non,9327.33884773429
1 - 200 Euro,12,bon,ameublement,2762,inconnu,> 7 annees,2.0,25.0,banque,proprietaire,1,qualifie,1,oui,oui,3603.33396443881
1 - 200 Euro,18,bon,auto,2779,< 100 Euro,1 - 4 annees,3.0,21.0,aucun,locataire,1,qualifie,1,oui,non,3404.88271094711
inconnu,28,critique,ameublement,2743,< 100 Euro,> 7 annees,2.0,29.0,aucun,proprietaire,2,qualifie,1,oui,non,18073.7323430469
inconnu,18,critique,ameublement,1149,> 1000 Euro,1 - 4 annees,3.0,46.0,aucun,proprietaire,2,qualifie,1,oui,non,8113.5103922763
inconnu,9,bon,ameublement,1313,< 100 Euro,> 7 annees,4.0,20.0,aucun,proprietaire,1,qualifie,1,oui,non,1440.5145712016904
< 0 Euro,18,critique,renonvations,1190,< 100 Euro,chomeur,4.0,55.0,aucun,autre,3,chomeur,2,oui,oui,3057.03722325984
inconnu,5,bon,business,3448,< 100 Euro,4 - 7 annees,4.0,74.0,aucun,proprietaire,1,non_qualifie,1,oui,non,3972.68016672406
1 - 200 Euro,24,bon,auto0,11328,< 100 Euro,1 - 4 annees,3.0,29.0,banque,proprietaire,2,management,1,oui,oui,23672.9015646662
< 0 Euro,6,critique,ameublement,1872,< 100 Euro,chomeur,4.0,36.0,aucun,autre,3,management,1,oui,non,12756.862084158602
inconnu,24,critique,renonvations,2058,< 100 Euro,1 - 4 annees,2.0,33.0,aucun,proprietaire,2,qualifie,1,oui,non,9059.1153496111
< 0 Euro,9,bon,ameublement,2136,< 100 Euro,1 - 4 annees,2.0,25.0,aucun,proprietaire,1,qualifie,1,oui,non,10685.9732791781
1 - 200 Euro,12,bon,ameublement,1484,inconnu,1 - 4 annees,1.0,25.0,aucun,proprietaire,1,qualifie,1,oui,oui,4934.17646647108
inconnu,6,bon,renonvations,660,500 - 1000 Euro,4 - 7 annees,4.0,23.0,aucun,locataire,1,non_qualifie,1,oui,non,1902.8555550490696
inconnu,24,critique,auto,1287,> 1000 Euro,> 7 annees,4.0,37.0,aucun,proprietaire,2,qualifie,1,oui,non,6652.80779588807
< 0 Euro,42,critique,renonvations,3394,< 100 Euro,chomeur,4.0,65.0,aucun,proprietaire,2,chomeur,1,oui,non,22786.1139537594
> 200 Euro,12,tres bon,business,609,< 100 Euro,< 1 annee,1.0,26.0,aucun,proprietaire,1,chomeur,1,oui,oui,3544.9086203444604
inconnu,12,bon,auto,1884,< 100 Euro,> 7 annees,4.0,39.0,aucun,proprietaire,1,management,1,oui,non,11926.6419801122
< 0 Euro,12,bon,ameublement,1620,< 100 Euro,1 - 4 annees,3.0,30.0,aucun,proprietaire,1,qualifie,1,oui,non,4073.9540807885996
1 - 200 Euro,20,pauvre,auto0,2629,< 100 Euro,1 - 4 annees,3.0,29.0,banque,proprietaire,2,qualifie,1,oui,non,8948.37597428377
inconnu,12,bon,education,719,< 100 Euro,> 7 annees,4.0,41.0,banque,proprietaire,1,non_qualifie,2,oui,oui,4964.48699586655
1 - 200 Euro,48,critique,ameublement,5096,< 100 Euro,1 - 4 annees,3.0,30.0,aucun,proprietaire,1,management,1,oui,oui,11985.9858723248
inconnu,9,critique,education,1244,inconnu,> 7 annees,4.0,41.0,aucun,locataire,2,non_qualifie,1,oui,non,5126.48843906584
< 0 Euro,36,bon,auto,1842,< 100 Euro,< 1 annee,4.0,34.0,aucun,proprietaire,1,qualifie,1,oui,oui,9640.564232932242
1 - 200 Euro,7,bon,ameublement,2576,< 100 Euro,1 - 4 annees,2.0,35.0,aucun,proprietaire,1,qualifie,1,oui,non,5192.47864634562
> 200 Euro,12,bon,ameublement,1424,inconnu,> 7 annees,4.0,55.0,aucun,proprietaire,1,management,1,oui,non,5743.91932759647
1 - 200 Euro,15,pauvre,renonvations,1512,> 1000 Euro,1 - 4 annees,3.0,61.0,magasin,proprietaire,2,qualifie,1,oui,oui,7346.194656109591
inconnu,36,critique,auto,11054,inconnu,1 - 4 annees,2.0,30.0,aucun,proprietaire,1,management,1,oui,non,50137.859231166396
inconnu,6,bon,ameublement,518,< 100 Euro,1 - 4 annees,1.0,29.0,aucun,proprietaire,1,qualifie,1,oui,non,2328.37386415361
inconnu,10,pauvre,business,2440,,4 - 7 annees,1.0,29.0,aucun,proprietaire,2,qualifie,1,oui,oui,3604.96043763136
inconnu,12,parfait,ameublement,2759,< 100 Euro,> 7 annees,4.0,34.0,aucun,proprietaire,2,qualifie,1,oui,non,8795.31980446667
inconnu,24,bon,auto,2670,< 100 Euro,> 7 annees,4.0,35.0,aucun,proprietaire,1,management,1,oui,non,14362.9033575544
< 0 Euro,24,bon,auto,4817,< 100 Euro,4 - 7 annees,3.0,31.0,aucun,proprietaire,1,qualifie,1,oui,oui,11275.234567868798
inconnu,24,bon,auto,2679,< 100 Euro,< 1 annee,1.0,29.0,aucun,proprietaire,1,management,1,oui,non,11171.283960146899
< 0 Euro,11,critique,auto,3905,< 100 Euro,1 - 4 annees,2.0,36.0,aucun,locataire,2,qualifie,2,oui,non,11038.7067386833
< 0 Euro,12,bon,auto,3386,< 100 Euro,> 7 annees,4.0,35.0,aucun,autre,1,qualifie,1,oui,oui,14441.0585346826
< 0 Euro,6,bon,ameublement,343,< 100 Euro,< 1 annee,1.0,27.0,aucun,proprietaire,1,qualifie,1,oui,non,1951.3153188128
inconnu,18,bon,ameublement,4594,< 100 Euro,< 1 annee,2.0,32.0,aucun,proprietaire,1,qualifie,1,oui,non,23073.2696889079
< 0 Euro,36,bon,ameublement,3620,< 100 Euro,1 - 4 annees,2.0,37.0,aucun,proprietaire,1,qualifie,2,oui,non,4091.10132274837
< 0 Euro,15,bon,auto,1721,< 100 Euro,< 1 annee,3.0,36.0,aucun,proprietaire,1,qualifie,1,oui,non,5098.88569203364
1 - 200 Euro,12,bon,ameublement,3017,< 100 Euro,< 1 annee,1.0,34.0,aucun,locataire,1,management,1,oui,non,16225.0845476956
1 - 200 Euro,12,bon,education,754,inconnu,> 7 annees,4.0,38.0,aucun,proprietaire,2,qualifie,1,oui,non,3257.92761424557
inconnu,18,bon,business,1950,< 100 Euro,4 - 7 annees,1.0,34.0,magasin,proprietaire,2,qualifie,1,oui,non,12324.9814482804
< 0 Euro,24,bon,auto,2924,< 100 Euro,1 - 4 annees,4.0,63.0,banque,proprietaire,1,qualifie,2,oui,non,11429.795383878798
< 0 Euro,24,pauvre,ameublement,1659,< 100 Euro,< 1 annee,2.0,29.0,aucun,locataire,1,non_qualifie,1,oui,oui,9397.6785522678
inconnu,48,pauvre,ameublement,7238,inconnu,> 7 annees,3.0,32.0,banque,proprietaire,2,qualifie,2,oui,non,36243.2031172795
inconnu,33,pauvre,business,2764,< 100 Euro,1 - 4 annees,2.0,26.0,aucun,proprietaire,2,qualifie,1,oui,non,9184.57884724974
inconnu,24,pauvre,auto,4679,< 100 Euro,4 - 7 annees,3.0,35.0,aucun,proprietaire,2,non_qualifie,1,oui,non,23858.572198975402
1 - 200 Euro,24,bon,ameublement,3092,100 - 500 Euro,< 1 annee,2.0,22.0,aucun,locataire,1,qualifie,1,oui,oui,11548.7698327074
< 0 Euro,6,bon,education,448,< 100 Euro,< 1 annee,4.0,23.0,aucun,proprietaire,1,qualifie,1,oui,oui,3074.87143396107
< 0 Euro,9,bon,auto,654,< 100 Euro,1 - 4 annees,3.0,28.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,2884.5683831294
inconnu,6,bon,education,1238,inconnu,chomeur,4.0,36.0,aucun,proprietaire,1,management,2,oui,non,8299.8990806155
1 - 200 Euro,18,critique,ameublement,1245,< 100 Euro,1 - 4 annees,2.0,33.0,aucun,proprietaire,1,qualifie,1,oui,oui,5555.40727283406
< 0 Euro,18,parfait,ameublement,3114,< 100 Euro,< 1 annee,4.0,26.0,aucun,locataire,1,qualifie,1,oui,oui,3185.96157800515
inconnu,39,bon,auto,2569,500 - 1000 Euro,1 - 4 annees,4.0,24.0,aucun,proprietaire,1,qualifie,1,oui,non,13302.862550911499
> 200 Euro,24,bon,ameublement,5152,< 100 Euro,4 - 7 annees,2.0,25.0,banque,proprietaire,1,qualifie,1,oui,non,28077.9669112549
1 - 200 Euro,12,bon,business,1037,100 - 500 Euro,4 - 7 annees,4.0,39.0,aucun,proprietaire,1,non_qualifie,1,oui,non,4272.33368890378
< 0 Euro,15,critique,ameublement,1478,< 100 Euro,> 7 annees,4.0,44.0,aucun,proprietaire,2,qualifie,2,oui,non,10227.4886796218
1 - 200 Euro,12,critique,ameublement,3573,< 100 Euro,1 - 4 annees,1.0,23.0,aucun,proprietaire,1,non_qualifie,1,oui,non,6328.899966634879
1 - 200 Euro,24,bon,auto,1201,< 100 Euro,< 1 annee,1.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,7674.52442059102
< 0 Euro,30,bon,ameublement,3622,> 1000 Euro,> 7 annees,4.0,57.0,aucun,locataire,2,qualifie,1,oui,non,20884.4263681735
inconnu,15,pauvre,ameublement,960,> 1000 Euro,4 - 7 annees,2.0,30.0,aucun,proprietaire,2,qualifie,1,oui,non,4716.1838777289395
inconnu,12,critique,auto,1163,500 - 1000 Euro,1 - 4 annees,4.0,44.0,aucun,proprietaire,1,qualifie,1,oui,non,7627.765971022642
1 - 200 Euro,6,pauvre,auto,1209,< 100 Euro,chomeur,4.0,47.0,aucun,proprietaire,1,management,1,oui,oui,7208.50930615458
inconnu,12,bon,ameublement,3077,< 100 Euro,1 - 4 annees,4.0,52.0,aucun,proprietaire,1,qualifie,1,oui,non,9024.53648571686
inconnu,24,bon,auto,3757,< 100 Euro,> 7 annees,4.0,62.0,aucun,autre,1,qualifie,1,oui,non,16365.4739269321
inconnu,10,bon,auto,1418,100 - 500 Euro,1 - 4 annees,2.0,35.0,aucun,locataire,1,non_qualifie,1,oui,non,4317.7229091196505
inconnu,6,bon,auto,3518,< 100 Euro,1 - 4 annees,3.0,26.0,aucun,locataire,1,qualifie,1,oui,non,11732.5090901987
inconnu,12,critique,ameublement,1934,< 100 Euro,> 7 annees,2.0,26.0,aucun,proprietaire,2,qualifie,1,oui,non,6277.260840015179
1 - 200 Euro,27,parfait,business,8318,< 100 Euro,> 7 annees,4.0,42.0,aucun,autre,2,management,1,oui,oui,17624.156684274498
inconnu,6,critique,ameublement,1237,100 - 500 Euro,1 - 4 annees,1.0,27.0,aucun,proprietaire,2,qualifie,1,oui,non,1275.02832419305
1 - 200 Euro,6,bon,ameublement,368,inconnu,> 7 annees,4.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,1791.40105759548
1 - 200 Euro,6,bon,ameublement,368,inconnu,> 7 annees,4.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,2541.9322789939
< 0 Euro,12,critique,auto,2122,< 100 Euro,1 - 4 annees,2.0,39.0,aucun,locataire,2,non_qualifie,2,oui,non,6918.60932713781
1 - 200 Euro,6,bon,ameublement,368,inconnu,> 7 annees,4.0,38.0,aucun,proprietaire,1,qualifie,1,oui,non,2122.81703804984
< 0 Euro,24,bon,ameublement,2996,inconnu,1 - 4 annees,4.0,20.0,aucun,proprietaire,1,qualifie,1,oui,oui,6269.50984370341
1 - 200 Euro,36,bon,ameublement,9034,100 - 500 Euro,< 1 annee,1.0,29.0,aucun,locataire,1,management,1,oui,oui,58195.475643255595
inconnu,24,critique,ameublement,1585,< 100 Euro,4 - 7 annees,3.0,40.0,aucun,proprietaire,2,qualifie,1,oui,non,6817.43691703697
1 - 200 Euro,18,bon,ameublement,1301,< 100 Euro,> 7 annees,2.0,32.0,aucun,proprietaire,1,non_qualifie,1,oui,non,8154.43412334493
> 200 Euro,6,critique,auto,1323,100 - 500 Euro,> 7 annees,4.0,28.0,aucun,proprietaire,2,qualifie,2,oui,non,3209.89907498078
< 0 Euro,24,bon,auto,3123,< 100 Euro,< 1 annee,1.0,27.0,aucun,proprietaire,1,qualifie,1,oui,oui,18660.1842228168
< 0 Euro,36,bon,auto,5493,< 100 Euro,> 7 annees,4.0,42.0,aucun,autre,1,qualifie,2,oui,non,19171.1735799591
> 200 Euro,9,bon,ameublement,1126,100 - 500 Euro,> 7 annees,4.0,49.0,aucun,proprietaire,1,qualifie,1,oui,non,3102.00701926507
1 - 200 Euro,24,critique,ameublement,1216,100 - 500 Euro,< 1 annee,4.0,38.0,banque,proprietaire,2,qualifie,2,oui,oui,6650.13010914497
< 0 Euro,24,bon,auto,1207,< 100 Euro,< 1 annee,4.0,24.0,aucun,locataire,1,qualifie,1,oui,oui,7416.857793328158
inconnu,10,bon,auto,1309,inconnu,1 - 4 annees,4.0,27.0,aucun,proprietaire,1,non_qualifie,1,oui,oui,6216.87097962016
> 200 Euro,15,critique,auto,2360,500 - 1000 Euro,1 - 4 annees,2.0,36.0,aucun,proprietaire,1,qualifie,1,oui,non,7238.677884694359
1 - 200 Euro,15,tres bon,auto,6850,100 - 500 Euro,chomeur,2.0,34.0,aucun,proprietaire,1,management,2,oui,oui,11744.9787986451
inconnu,24,bon,ameublement,1413,< 100 Euro,1 - 4 annees,2.0,28.0,aucun,proprietaire,1,qualifie,1,oui,non,7628.8006788413
inconnu,39,bon,auto,8588,100 - 500 Euro,> 7 annees,2.0,45.0,aucun,proprietaire,1,management,1,oui,non,60482.8213458376
< 0 Euro,12,bon,auto,759,< 100 Euro,4 - 7 annees,2.0,26.0,aucun,proprietaire,1,qualifie,1,oui,oui,5309.09429446719
inconnu,36,bon,auto,4686,< 100 Euro,1 - 4 annees,2.0,32.0,aucun,autre,1,management,1,oui,non,14446.0786558709
> 200 Euro,15,bon,business,2687,< 100 Euro,4 - 7 annees,4.0,26.0,aucun,locataire,1,qualifie,1,oui,non,5899.5622459224915
1 - 200 Euro,12,pauvre,ameublement,585,< 100 Euro,1 - 4 annees,4.0,20.0,aucun,locataire,2,qualifie,1,oui,non,4127.5677895258505
inconnu,24,bon,auto,2255,inconnu,< 1 annee,1.0,54.0,aucun,proprietaire,1,qualifie,1,oui,non,9352.82421707432
< 0 Euro,6,critique,auto,609,< 100 Euro,4 - 7 annees,3.0,37.0,aucun,proprietaire,2,qualifie,1,oui,non,3038.59879659747
< 0 Euro,6,critique,auto,1361,< 100 Euro,< 1 annee,4.0,40.0,aucun,proprietaire,1,non_qualifie,2,oui,non,2783.353694232391
inconnu,36,critique,ameublement,7127,< 100 Euro,< 1 annee,4.0,23.0,aucun,locataire,2,qualifie,1,oui,oui,17875.879727877702
< 0 Euro,6,bon,auto,1203,100 - 500 Euro,> 7 annees,2.0,43.0,aucun,proprietaire,1,qualifie,1,oui,non,3621.3154118735297
inconnu,6,critique,ameublement,700,inconnu,> 7 annees,4.0,36.0,aucun,autre,2,qualifie,1,oui,non,3988.3282297373107
inconnu,24,critique,renonvations,5507,< 100 Euro,> 7 annees,4.0,44.0,aucun,autre,2,qualifie,1,oui,non,25479.1148899272
< 0 Euro,18,bon,ameublement,3190,< 100 Euro,1 - 4 annees,2.0,24.0,aucun,proprietaire,1,qualifie,1,oui,oui,7171.7188883729405
< 0 Euro,48,parfait,ameublement,7119,< 100 Euro,1 - 4 annees,4.0,53.0,aucun,autre,2,qualifie,2,oui,oui,37249.1864501468
inconnu,24,bon,auto,3488,100 - 500 Euro,4 - 7 annees,4.0,23.0,aucun,proprietaire,1,qualifie,1,oui,non,10710.7863607417
1 - 200 Euro,18,bon,ameublement,1113,< 100 Euro,1 - 4 annees,4.0,26.0,aucun,proprietaire,1,non_qualifie,2,oui,non,6112.249947021999
1 - 200 Euro,26,bon,auto,7966,< 100 Euro,< 1 annee,3.0,30.0,aucun,proprietaire,2,qualifie,1,oui,non,17820.5152641123
inconnu,15,critique,education,1532,100 - 500 Euro,1 - 4 annees,3.0,31.0,aucun,proprietaire,1,qualifie,1,oui,non,8506.36913501357
inconnu,4,critique,ameublement,1503,< 100 Euro,4 - 7 annees,1.0,42.0,aucun,proprietaire,2,non_qualifie,2,oui,non,3669.912893127079
< 0 Euro,36,bon,ameublement,2302,< 100 Euro,1 - 4 annees,4.0,31.0,aucun,locataire,1,qualifie,1,oui,oui,14674.4399844527
< 0 Euro,6,bon,auto,662,< 100 Euro,< 1 annee,4.0,41.0,aucun,proprietaire,1,non_qualifie,2,oui,non,2351.06615271424
1 - 200 Euro,36,bon,education,2273,< 100 Euro,4 - 7 annees,1.0,32.0,aucun,proprietaire,2,qualifie,2,oui,non,9039.38646068186
1 - 200 Euro,15,bon,auto,2631,100 - 500 Euro,1 - 4 annees,4.0,28.0,aucun,locataire,2,qualifie,1,oui,oui,6137.02850293801
inconnu,12,pauvre,auto,1503,< 100 Euro,1 - 4 annees,4.0,41.0,aucun,locataire,1,qualifie,1,oui,non,8800.644777777281
inconnu,24,bon,ameublement,1311,100 - 500 Euro,4 - 7 annees,3.0,26.0,aucun,proprietaire,1,qualifie,1,oui,non,7795.4835317597
inconnu,24,bon,ameublement,3105,inconnu,< 1 annee,2.0,25.0,aucun,proprietaire,2,qualifie,1,oui,non,15056.395927278401
> 200 Euro,21,critique,education,2319,< 100 Euro,< 1 annee,1.0,33.0,aucun,locataire,1,qualifie,1,oui,oui,5372.83267275622
< 0 Euro,6,bon,auto,1374,inconnu,chomeur,3.0,75.0,aucun,proprietaire,1,management,1,oui,non,8032.33167807221
1 - 200 Euro,18,critique,ameublement,3612,< 100 Euro,> 7 annees,4.0,37.0,aucun,proprietaire,1,qualifie,1,oui,non,14361.3331637297
< 0 Euro,48,bon,auto,7763,< 100 Euro,> 7 annees,4.0,42.0,banque,autre,1,management,1,oui,oui,49303.091119526114
> 200 Euro,18,bon,ameublement,3049,< 100 Euro,< 1 annee,1.0,45.0,magasin,proprietaire,1,non_qualifie,1,oui,non,3144.75136836251
1 - 200 Euro,12,bon,ameublement,1534,< 100 Euro,< 1 annee,1.0,23.0,aucun,locataire,1,qualifie,1,oui,oui,1791.45497859201
inconnu,24,pauvre,auto,2032,< 100 Euro,> 7 annees,4.0,60.0,aucun,autre,2,qualifie,1,oui,non,10837.158367519
< 0 Euro,30,bon,ameublement,6350,inconnu,> 7 annees,4.0,31.0,aucun,proprietaire,1,qualifie,1,oui,oui,44305.3886367538
> 200 Euro,18,bon,ameublement,2864,< 100 Euro,1 - 4 annees,1.0,34.0,aucun,proprietaire,1,non_qualifie,2,oui,oui,8013.229382554409
inconnu,12,critique,auto,1255,< 100 Euro,> 7 annees,4.0,61.0,aucun,proprietaire,2,non_qualifie,1,oui,non,7186.821199533941
< 0 Euro,24,pauvre,auto,1333,< 100 Euro,chomeur,2.0,43.0,aucun,autre,2,qualifie,2,oui,oui,7603.095234269241
inconnu,24,critique,auto,2022,< 100 Euro,1 - 4 annees,4.0,37.0,aucun,proprietaire,1,qualifie,1,oui,non,12592.071357839499
inconnu,24,bon,ameublement,1552,< 100 Euro,4 - 7 annees,1.0,32.0,banque,proprietaire,1,qualifie,2,oui,non,6392.1299589453
